customer_id,age,annual_income,spending_score,gender_Male,income_per_age
d410ea53-6661-42a9-ad3a-f554b05fd2a7,30,0.798812670757216,1.3370587348240917,True,0.02662708902524053
1770b26f-493f-46b6-837f-4237fb5a314e,58,1.4420755186988066,1.5459285669507492,False,0.02486337101204839
e81aa8eb-1767-4b77-87ce-1620dc732c5e,62,-0.7432075580538204,0.8845074318830007,False,-0.011987218678287427
9795712a-ad19-47bf-8886-4f997d6046e3,23,-1.0389526717553128,0.22308629681525244,True,-0.045171855293709255
64139426-2226-4cd6-bf09-91bce4b4db5e,24,0.8423169836903956,0.8845074318830007,True,0.03509654098709982
7e211337-e92f-4140-8231-5c9ac7a2aa12,42,0.930033774791479,-0.36871156087694346,True,0.022143661304559022
30661d57-eeb5-4886-970a-9c7d0f260ad8,27,1.0289089532396998,-0.4731464769402721,False,0.03810773900887777
43417ade-6b17-431e-ae76-d8ed26aa46ac,24,-0.7515524240630005,-1.1693792506957967,True,-0.031314684335958354
86f73b1a-6a91-4d7e-ad21-0aefcf6111cc,83,-1.1866529721976127,-0.5775813930036008,True,-0.01429702376141702
b20fe0a0-e254-4116-b804-5403bb2f59ea,62,-0.8860655394586832,-1.656742192324664,False,-0.014291379668688438
49ba3e9d-a590-4303-b443-e794d0364c11,37,1.1641302338701065,0.8496957931952246,True,0.031462979293786664
4be5f5b0-83f6-4bd2-9056-18a8d5414066,63,-0.39021589794531514,1.0237539866341057,False,-0.006193903141989129
eb0e4ebc-fcc1-424f-b083-81987583ecc6,25,-0.4242652480148825,-1.1693792506957967,True,-0.016970609920595302
caa4ad5a-51b2-4af1-91cb-e2802f620239,32,0.9598341334527023,1.5807402056385254,False,0.029994816670396947
0c9d0e0d-a601-488c-9f3f-f036f2bdb536,51,0.4849232153660385,1.2674354574485394,False,0.009508298340510559
dc35a079-c3db-44f4-8612-d0af9daea414,64,-1.4713353965566598,1.0585656253218818,False,-0.02298961557119781
b43f995c-c9ab-4c58-8f71-949de233ac71,19,1.702259253856591,1.0933772640096582,True,0.08959259230824164
51d7be3e-84c9-464a-85e8-0a95b568d90e,89,-1.3595792666768376,1.6155518443263015,True,-0.015276171535694804
8bbbdbbe-7f8a-4c9c-afed-f6969f49e9ac,65,-0.43012196590205937,-1.656742192324664,True,-0.0066172610138778365
baa61fc0-4a1f-4210-916b-669d1ec44dbd,26,-1.229238584285745,-1.343437444134678,True,-0.04727840708791327
05948202-e483-482a-9c02-6a655498002b,21,1.7251693561799593,-0.0554068126869574,True,0.08215092172285521
6d6d557d-41c3-4992-9ef3-f7d113c78649,70,1.0351676027465848,-0.5079581156280484,True,0.014788108610665497
dd6223b5-5aae-468b-b936-618b513d4e70,24,-0.01062019253231375,-1.5523072762613352,True,-0.00044250802217973953
